battery,cycle,discharge_capacity,avg_voltage,end_voltage,discharge_time,cv_charge_time,Re,Rct,SOH,RUL
B0018,50,1.660659,3.519792,3.347201,3232.265000,7654.156000,0.063360,0.086008,0.895232,47
B0018,51,1.666411,3.525101,3.341784,3232.031000,7780.531000,0.063360,0.086008,0.898333,46
B0018,52,1.646834,3.518519,3.340954,3209.515000,7690.219000,0.063360,0.086008,0.887779,45
B0018,53,1.625764,3.519080,3.393857,3196.125000,6606.031000,0.062550,0.084318,0.876421,44
B0018,54,1.612158,3.511417,3.379431,3172.562000,6653.282000,0.062550,0.084318,0.869086,43
B0018,55,1.605737,3.510804,3.400576,3172.735000,7858.078000,0.062550,0.084318,0.865624,42
B0018,56,1.673645,3.514326,3.313864,3238.109000,1855.656000,0.060884,0.085225,0.902232,41
B0018,57,1.640435,3.519666,3.351776,3191.063000,7514.578000,0.060884,0.085225,0.884329,40
B0018,58,1.613265,3.512404,3.367601,3165.828000,7597.187000,0.062319,0.085988,0.869683,39
B0018,59,1.592096,3.507786,3.387743,3140.407000,7789.938000,0.062319,0.085988,0.858271,38
B0018,60,1.586601,3.507660,3.416049,3131.922000,7884.047000,0.062319,0.085988,0.855309,37
B0018,61,1.580077,3.507483,3.421472,3121.109000,8320.219000,0.061909,0.084881,0.851791,36
B0018,62,1.564173,3.502387,3.415883,3105.265000,7965.375000,0.061909,0.084881,0.843218,35
B0018,63,1.555618,3.503693,3.441266,3091.250000,8033.406000,0.063288,0.088473,0.838606,34
B0018,64,1.540205,3.498995,3.440421,3076.703000,8039.531000,0.063288,0.088473,0.830297,33
B0018,65,1.532161,3.495406,3.445662,3062.328000,8111.812000,0.063288,0.088473,0.825961,32
B0018,66,1.531623,3.494528,3.438874,3050.563000,8619.313000,0.062442,0.085531,0.825671,31
B0018,67,1.522260,3.496255,3.463846,3034.672000,8086.265000,0.062442,0.085531,0.820623,30
B0018,68,1.506527,3.487696,3.460795,3031.250000,8285.297000,0.062725,0.090046,0.812142,29
B0018,69,1.501422,3.486548,3.457940,3011.343000,8083.453000,0.062725,0.090046,0.809390,28
B0018,70,1.496353,3.482298,3.458624,3003.000000,8226.266000,0.062725,0.090046,0.806658,27
B0018,71,1.533426,3.491819,3.414321,3045.187000,8651.531000,0.063197,0.087201,0.826643,26
B0018,72,1.523845,3.493996,3.441289,3028.469000,8135.360000,0.063197,0.087201,0.821478,25
B0018,73,1.501192,3.484377,3.443498,3012.937000,8175.578000,0.063329,0.087980,0.809266,24
B0018,74,1.492418,3.485912,3.459921,2998.875000,8233.813000,0.063329,0.087980,0.804536,23
B0018,75,1.483324,3.484279,3.468314,2983.547000,8207.140000,0.063329,0.087980,0.799634,22
B0018,76,1.480738,3.482989,3.461167,2966.860000,8703.625000,0.063329,0.087980,0.798239,21
B0018,77,1.473508,3.483800,3.478027,2954.797000,8303.422000,0.063329,0.087980,0.794342,20
B0018,78,1.468019,3.478754,3.460131,2945.735000,8345.906000,0.064383,0.091081,0.791383,19
B0018,79,1.458092,3.475219,3.470529,2941.375000,8335.047000,0.064383,0.091081,0.786032,18
B0018,80,1.447866,3.470740,3.476629,2923.953000,8367.875000,0.064383,0.091081,0.780519,17
B0018,81,1.452781,3.474601,3.475822,2921.031000,8898.750000,0.063226,0.087630,0.783168,16
B0018,82,1.442536,3.474052,3.490007,2902.750000,8433.437000,0.063226,0.087630,0.777645,15
B0018,83,1.439271,3.475076,3.491787,2897.875000,8449.547000,0.062760,0.092249,0.775886,14
B0018,84,1.428648,3.472424,3.487045,2892.094000,8390.468000,0.062760,0.092249,0.770159,13
B0018,85,1.424903,3.471751,3.504583,2886.921000,8344.828000,0.062760,0.092249,0.768140,12
B0018,86,1.469812,3.474541,3.430301,2942.531000,8526.875000,0.063064,0.088788,0.792349,11
B0018,87,1.452582,3.471720,3.440576,2912.469000,8304.906000,0.063064,0.088788,0.783061,10
B0018,88,1.442834,3.471398,3.467831,2895.594000,8218.078000,0.065431,0.088426,0.777806,9
B0018,89,1.428376,3.462649,3.463732,2884.406000,8396.516000,0.065431,0.088426,0.770012,8
B0018,90,1.415455,3.466073,3.501683,2873.766000,8444.531000,0.065431,0.088426,0.763047,7
B0018,91,1.454577,3.473067,3.445880,2893.375000,9083.609000,0.065431,0.088426,0.784136,6
B0018,92,1.428318,3.466855,3.460221,2884.984000,8365.062000,0.065431,0.088426,0.769981,5
B0018,93,1.419703,3.465274,3.465380,2870.234000,8367.938000,0.064035,0.091642,0.765337,4
B0018,94,1.415561,3.463888,3.469577,2864.110000,8396.734000,0.064035,0.091642,0.763104,3
B0018,95,1.405680,3.457808,3.470898,2846.640000,8313.297000,0.064035,0.091642,0.757777,2
B0018,96,1.408446,3.459814,3.463696,2839.532000,8769.984000,0.064317,0.086807,0.759268,1
B0018,97,1.396855,3.458028,3.476025,2832.703000,8431.922000,0.064317,0.086807,0.753020,0
B0018,98,1.393567,3.461400,3.495987,2827.078000,8378.562000,0.065464,0.092500,0.751247,-1
B0018,99,1.389364,3.461129,3.498487,2821.531000,8308.812000,0.065464,0.092500,0.748982,-2
B0018,100,1.378565,3.455557,3.490123,2805.156000,8502.156000,0.065464,0.092500,0.743160,-3
B0018,101,1.384901,3.459598,3.500291,2814.906000,8789.344000,0.065453,0.088841,0.746576,-4
B0018,102,1.370325,3.450657,3.488366,2801.156000,8507.907000,0.065453,0.088841,0.738718,-5
B0018,103,1.373346,3.455515,3.499663,2794.187000,8405.406000,0.066057,0.090244,0.740347,-6
B0018,104,1.367949,3.455840,3.503534,2785.391000,8386.109000,0.066057,0.090244,0.737437,-7
B0018,105,1.356714,3.448678,3.496455,2779.500000,8307.985000,0.066057,0.090244,0.731380,-8
B0018,106,1.460431,3.474503,3.412408,2899.234000,9000.688000,0.065509,0.089572,0.787292,-9
B0018,107,1.450100,3.474032,3.418468,2894.922000,8358.750000,0.065509,0.089572,0.781723,-10
B0018,108,1.438141,3.474404,3.435059,2888.250000,8059.407000,0.066025,0.089397,0.775276,-11
B0018,109,1.428368,3.471767,3.444713,2873.906000,8107.813000,0.066025,0.089397,0.770008,-12
B0018,110,1.414787,3.468531,3.458429,2847.406000,8143.969000,0.066025,0.089397,0.762687,-13
B0018,111,1.413889,3.465121,3.457606,2849.281000,8644.031000,0.066025,0.089397,0.762203,-14
B0018,112,1.398933,3.465288,3.473800,2833.688000,8273.906000,0.066025,0.089397,0.754140,-15
B0018,113,1.395332,3.461800,3.453465,2826.453000,8134.891000,0.065289,0.091392,0.752199,-16
B0018,114,1.390046,3.463260,3.455169,2818.312000,8082.171000,0.065289,0.091392,0.749349,-17
B0018,115,1.386027,3.462839,3.479282,2812.719000,8177.578000,0.065289,0.091392,0.747183,-18
B0018,116,1.388215,3.456915,3.455105,2803.500000,9070.344000,0.062973,0.087911,0.748362,-19
B0018,117,1.376183,3.457469,3.480978,2783.250000,8657.063000,0.062973,0.087911,0.741876,-20
B0018,118,1.364717,3.450219,3.474553,2776.391000,8659.765000,0.065169,0.095707,0.735695,-21
B0018,119,1.358985,3.448673,3.478490,2766.516000,8553.187000,0.065169,0.095707,0.732605,-22
B0018,120,1.346231,3.444633,3.487994,2751.516000,8308.984000,0.065169,0.095707,0.725729,-23
B0018,121,1.426843,3.467273,3.427989,2848.859000,9228.812000,0.063739,0.091152,0.769186,-24
B0018,122,1.406448,3.464490,3.443977,2840.016000,8302.422000,0.063739,0.091152,0.758191,-25
B0018,123,1.393491,3.459667,3.434591,2817.375000,8248.297000,0.065219,0.090349,0.751206,-26
B0018,124,1.388249,3.462242,3.463052,2809.234000,8115.063000,0.065219,0.090349,0.748381,-27
B0018,125,1.370188,3.455566,3.463811,2791.187000,8185.688000,0.065219,0.090349,0.738644,-28
B0018,126,1.379695,3.458696,3.473054,2794.016000,8898.516000,0.065219,0.090349,0.743769,-29
B0018,127,1.368659,3.452528,3.449483,2774.719000,8270.735000,0.065219,0.090349,0.737820,-30
B0018,128,1.362737,3.455229,3.459275,2777.844000,8250.828000,0.065905,0.092010,0.734627,-31
B0018,129,1.363405,3.461974,3.484329,2781.125000,8264.094000,0.065905,0.092010,0.734987,-32
B0018,130,1.351865,3.452222,3.481461,2760.906000,8125.468000,0.065905,0.092010,0.728766,-33
B0018,131,1.354797,3.447650,3.457732,2753.250000,8763.547000,0.066069,0.088959,0.730347,-34
B0018,132,1.341051,3.447929,3.477277,2742.843000,8199.281000,0.066069,0.088959,0.722937,-35
